src,rel,dst,evidence_span,evidence_text,confidence
Article 49(1),REFERS_TO,Article 71,Article 71,", the authorised representative shall register themselves and their system in the EU database referred to in Article 71.",1.0
Article 49(2),REFERS_TO,Article 6,Article 6(3),"r has concluded that it is not high-risk according to Article 6(3), that provider or, where applicable, the authorised r",1.0
Article 49(2),REFERS_TO,Article 71,Article 71,"e, the authorised representative shall register themselves and that system in the EU database referred to in Article 71.",1.0
Article 49(3),REFERS_TO,ANNEX III,Annex III,"into service or using a high-risk AI system listed in Annex III, with the exception of high-risk AI systems listed in p",1.0
Article 49(3),REFERS_TO,Article 71,Article 71,"r behalf shall register themselves, select the system and register its use in the EU database referred to in Article 71.",1.0
Article 49(4),REFERS_TO,ANNEX III,Annex III,"gh-risk AI systems referred to in points 1, 6 and 7 of Annex III, in the areas of law enforcement, migration, asylum and",1.0
Article 49(4),REFERS_TO,Article 71,Article 71,"e non-public section of the EU database referred to in Article 71 and shall include only the following information, as a",1.0
Article 49(4),REFERS_TO,ANNEX VIII,Annex VIII,"ble, referred to in: (a) Section A, points 1 to 10, of Annex VIII, with the exception of points 6, 8 and 9; (b) Section",1.0
Article 49(4),REFERS_TO,ANNEX IX,Annex IX,"nts 1 to 3, of Annex VIII; (d) points 1, 2, 3 and 5, of Annex IX. Only the Commission and national authorities referred",1.0
Article 49(4),REFERS_TO,Article 74,Article 74(8),e Commission and national authorities referred to in Article 74(8) shall have access to the respective restricted sectio,1.0
Article 49(5),REFERS_TO,Article 35,Article 35,ction impact assessment carried out in accordance with Article 35 of Regulation (EU) 2016/679 or Article 27 of Directive,1.0
Article 49(5),REFERS_TO,Article 27,Article 27,ordance with Article 35 of Regulation (EU) 2016/679 or Article 27 of Directive (EU) 2016/680 as specified in Article 26(,1.0
Article 49(5),REFERS_TO,Article 26,Article 26(8),"U) 2016/679 or Article 27 of Directive (EU) 2016/680 as specified in Article 26(8) of this Regulation, where applicable.",1.0
Article 50(7),REFERS_TO,Article 56,Article 56,"practice in accordance with the procedure laid down in Article 56 (6). If it deems the code is not adequate, the Commiss",1.0
Article 50(7),REFERS_TO,Article 98,Article 98(2),cordance with the examination procedure laid down in Article 98(2). CHAPTER V GENERAL-PURPOSE AI MODELS SECTION 1 Classi,1.0
Article 51(1),REFERS_TO,ANNEX XIII,Annex XIII,capabilities or an impact equivalent to those set out in point (a) having regard to the criteria set out in Annex XIII.,1.0
Article 51(3),REFERS_TO,Article 97,Article 97,mmission shall adopt delegated acts in accordance with Article 97 to amend the thresholds listed in paragraphs 1 and 2 o,1.0
Article 52(1),REFERS_TO,Article 51,Article 51(1),"-purpose AI model meets the condition referred to in Article 51(1), point (a), the relevant provider shall notify the Co",1.0
Article 52(2),REFERS_TO,Article 51,Article 51(1),"ose AI model that meets the condition referred to in Article 51(1), point (a), may present, with its notification, suffi",1.0
Article 52(4),REFERS_TO,Article 90,Article 90(1),"ualified alert from the scientific panel pursuant to Article 90(1), point (a), on the basis of criteria set out in Annex",1.0
Article 52(4),REFERS_TO,ANNEX XIII,Annex XIII,"90(1), point (a), on the basis of criteria set out in Annex XIII. The Commission is empowered to adopt delegated acts i",1.0
Article 52(4),REFERS_TO,Article 97,Article 97,s empowered to adopt delegated acts in accordance with Article 97 in order to amend Annex XIII by specifying and updatin,1.0
Article 52(5),REFERS_TO,ANNEX XIII,Annex XIII,"systemic risks on the basis of the criteria set out in Annex XIII. Such a request shall contain objective, detailed and",1.0
Article 53(1),REFERS_TO,ANNEX XI,Annex XI,"shall contain, at a minimum, the information set out in Annex XI for the purpose of providing it, upon request, to the A",1.0
Article 53(1),REFERS_TO,ANNEX XII,Annex XII,"nd (ii) contain, at a minimum, the elements set out in Annex XII; (c) put in place a policy to comply with Union law on",1.0
Article 53(1),REFERS_TO,Article 4,Article 4(3),"logies, a reservation of rights expressed pursuant to Article 4(3) of Directive (EU) 2019/790; (d) draw up and make publ",1.0
Article 53(4),REFERS_TO,Article 56,Article 56,ls may rely on codes of practice within the meaning of Article 56 to demonstrate compliance with the obligations set out,1.0
Article 53(5),REFERS_TO,ANNEX XI,Annex XI,"For the purpose of facilitating compliance with Annex XI, in particular points 2 (d) and (e) thereof, the Commission is",1.0
Article 53(5),REFERS_TO,Article 97,Article 97,s empowered to adopt delegated acts in accordance with Article 97 to detail measurement and calculation methodologies wi,1.0
Article 53(6),REFERS_TO,Article 97,Article 97(2),empowered to adopt delegated acts in accordance with Article 97(2) to amend Annexes XI and XII in light of evolving tech,1.0
Article 53(7),REFERS_TO,Article 78,Article 78,"cle, including trade secrets, shall be treated in accordance with the confidentiality obligations set out in Article 78.",1.0
Article 54(3),REFERS_TO,ANNEX XI,Annex XI,a) verify that the technical documentation specified in Annex XI has been drawn up and all obligations referred to in Ar,1.0
Article 54(3),REFERS_TO,Article 53,Article 53,"I has been drawn up and all obligations referred to in Article 53 and, where applicable, Article 55 have been fulfilled",1.0
Article 54(3),REFERS_TO,Article 55,Article 55,"tions referred to in Article 53 and, where applicable, Article 55 have been fulfilled by the provider; (b) keep a copy o",1.0
Article 55(2),REFERS_TO,Article 56,Article 56,sk may rely on codes of practice within the meaning of Article 56 to demonstrate compliance with the obligations set out,1.0
Article 55(3),REFERS_TO,Article 78,Article 78,", shall be treated in accordance with the confidentiality obligations set out in Article 78. SECTION 4 Codes of practice",1.0
Article 56(2),REFERS_TO,Article 53,Article 53(1),"means to ensure that the information referred to in Article 53(1), points (a) and (b), is kept up to date in light of m",1.0
Article 56(6),REFERS_TO,Article 98,Article 98(2),Union. That implementing act shall be adopted in accordance with the examination procedure referred to in Article 98(2).,1.0
Article 56(7),REFERS_TO,Article 53,Article 53,"ence may be limited to the obligations provided for in Article 53, unless they declare explicitly their interest to join",1.0
Article 56(9),REFERS_TO,Article 98,Article 98(2),in accordance with the examination procedure referred to in Article 98(2). CHAPTER VI MEASURES IN SUPPORT OF INNOVATION,1.0
Article 57(8),REFERS_TO,Article 78,Article 78,"Subject to the confidentiality provisions in Article 78, and with the agreement of the provider or prospective provider,",1.0
Article 57(17),REFERS_TO,Article 62,Article 62(1),"models embedding AI technologies, in accordance with Article 62(1), point (c). The Commission shall proactively coordina",1.0
Article 58(1),REFERS_TO,Article 98,Article 98(2),nts. Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 98(2).,1.0
Article 58(2),REFERS_TO,Article 95,Article 95,ary application of the codes of conduct referred to in Article 95; (f) that AI regulatory sandboxes facilitate the invol,1.0
Article 59(1),REFERS_TO,Article 35,Article 35,"s and freedoms of the data subjects, as referred to in Article 35 of Regulation (EU) 2016/679 and in Article 39 of Regul",1.0
Article 59(1),REFERS_TO,Article 39,Article 39,"ed to in Article 35 of Regulation (EU) 2016/679 and in Article 39 of Regulation (EU) 2018/1725, may arise during the san",1.0
Article 59(1),REFERS_TO,ANNEX IV,Annex IV,s as part of the technical documentation referred to in Annex IV; (j) a short summary of the AI project developed in the,1.0
Article 60(1),REFERS_TO,ANNEX III,Annex III,"rospective providers of high-risk AI systems listed in Annex III, in accordance with this Article and the real-world tes",1.0
Article 60(1),REFERS_TO,Article 5,Article 5,"s Article, without prejudice to the prohibitions under Article 5. The Commission shall, by means of implementing acts, s",1.0
Article 60(1),REFERS_TO,Article 98,Article 98(2),rdance with the examination procedure referred to in Article 98(2). This paragraph shall be without prejudice to Union o,1.0
Article 60(1),REFERS_TO,ANNEX I,Annex I,rld conditions of high-risk AI systems related to products covered by Union harmonisation legislation listed in Annex I.,1.0
Article 60(2),REFERS_TO,ANNEX III,Annex III,conduct testing of high-risk AI systems referred to in Annex III in real world conditions at any time before the placing,1.0
Article 60(4),REFERS_TO,ANNEX III,Annex III,"gh-risk AI systems referred to in points 1, 6 and 7 of Annex III in the areas of law enforcement, migration, asylum and",1.0
Article 60(4),REFERS_TO,Article 71,Article 71(4),testing in real world conditions in accordance with Article 71(4) with a Union-wide unique single identification number,1.0
Article 60(4),REFERS_TO,ANNEX IX,Annex IX,tification number and with the information specified in Annex IX; the provider or prospective provider of high-risk AI s,1.0
Article 60(4),REFERS_TO,Article 49,Article 49(4),"e non-public section of the EU database according to Article 49(4), point (d), with a Union-wide unique single identific",1.0
Article 60(4),REFERS_TO,Article 13,Article 13,t instructions for use of the AI system referred to in Article 13; the provider or prospective provider and the deployer,1.0
Article 60(4),REFERS_TO,Article 61,Article 61,"ditions have given informed consent in accordance with Article 61, or in the case of law enforcement, where the seeking",1.0
Article 60(6),REFERS_TO,Article 75,Article 75,"In accordance with Article 75, Member States shall confer on their market surveillance authorities the powers of requiri",1.0
Article 60(7),REFERS_TO,Article 73,Article 73,ional market surveillance authority in accordance with Article 73. The provider or prospective provider shall adopt imme,1.0
Article 61(1),REFERS_TO,Article 60,Article 60,"the purpose of testing in real world conditions under Article 60, freely-given informed consent shall be obtained from",1.0
Article 62(2),REFERS_TO,Article 43,Article 43,"when setting the fees for conformity assessment under Article 43, reducing those fees proportionately to their size, ma",1.0
Article 63(1),REFERS_TO,Article 17,Article 17,"elements of the quality management system required by Article 17 of this Regulation in a simplified manner, provided th",1.0
Article 63(2),REFERS_TO,Article 9,"Articles 9, 10, 11, 12, 13, 14, 15, 72 and 73","tion, including those established in Articles 9, 10, 11, 12, 13, 14, 15, 72 and 73. CHAPTER VII GOVERNANCE SECTION 1 Gov",1.0
Article 63(2),REFERS_TO,Article 10,"Articles 9, 10, 11, 12, 13, 14, 15, 72 and 73","tion, including those established in Articles 9, 10, 11, 12, 13, 14, 15, 72 and 73. CHAPTER VII GOVERNANCE SECTION 1 Gov",1.0
Article 63(2),REFERS_TO,Article 11,"Articles 9, 10, 11, 12, 13, 14, 15, 72 and 73","tion, including those established in Articles 9, 10, 11, 12, 13, 14, 15, 72 and 73. CHAPTER VII GOVERNANCE SECTION 1 Gov",1.0
Article 63(2),REFERS_TO,Article 12,"Articles 9, 10, 11, 12, 13, 14, 15, 72 and 73","tion, including those established in Articles 9, 10, 11, 12, 13, 14, 15, 72 and 73. CHAPTER VII GOVERNANCE SECTION 1 Gov",1.0
Article 63(2),REFERS_TO,Article 13,"Articles 9, 10, 11, 12, 13, 14, 15, 72 and 73","tion, including those established in Articles 9, 10, 11, 12, 13, 14, 15, 72 and 73. CHAPTER VII GOVERNANCE SECTION 1 Gov",1.0
Article 63(2),REFERS_TO,Article 14,"Articles 9, 10, 11, 12, 13, 14, 15, 72 and 73","tion, including those established in Articles 9, 10, 11, 12, 13, 14, 15, 72 and 73. CHAPTER VII GOVERNANCE SECTION 1 Gov",1.0
Article 63(2),REFERS_TO,Article 15,"Articles 9, 10, 11, 12, 13, 14, 15, 72 and 73","tion, including those established in Articles 9, 10, 11, 12, 13, 14, 15, 72 and 73. CHAPTER VII GOVERNANCE SECTION 1 Gov",1.0
Article 63(2),REFERS_TO,Article 72,"Articles 9, 10, 11, 12, 13, 14, 15, 72 and 73","tion, including those established in Articles 9, 10, 11, 12, 13, 14, 15, 72 and 73. CHAPTER VII GOVERNANCE SECTION 1 Gov",1.0
Article 63(2),REFERS_TO,Article 73,"Articles 9, 10, 11, 12, 13, 14, 15, 72 and 73","tion, including those established in Articles 9, 10, 11, 12, 13, 14, 15, 72 and 73. CHAPTER VII GOVERNANCE SECTION 1 Gov",1.0
Article 65(4),REFERS_TO,Article 66,Article 66,to the achievement of the Board’s tasks referred to in Article 66; (b) are designated as a single contact point vis-à-vi,1.0
Article 65(6),REFERS_TO,Article 30,Article 30,group (ADCO) for this Regulation within the meaning of Article 30 of Regulation (EU) 2019/1020. The Board may establish,1.0
Article 65(6),REFERS_TO,Article 67,Article 67,", representatives of the advisory forum referred to in Article 67 may be invited to such sub-groups or to specific meeti",1.0
Article 66,REFERS_TO,Article 74,Article 74(11),es of market surveillance authorities referred to in Article 74(11); (b) collect and share technical and regulatory expe,1.0
Article 66,REFERS_TO,Article 46,Article 46,"om the conformity assessment procedures referred to in Article 46, the functioning of AI regulatory sandboxes, and testi",1.0
Article 66,REFERS_TO,Article 57,"Articles 57, 59 and 60","testing in real world conditions referred to in Articles 57, 59 and 60; (e) at the request of the Commission or on its",1.0
Article 66,REFERS_TO,Article 59,"Articles 57, 59 and 60","testing in real world conditions referred to in Articles 57, 59 and 60; (e) at the request of the Commission or on its",1.0
Article 66,REFERS_TO,Article 60,"Articles 57, 59 and 60","testing in real world conditions referred to in Articles 57, 59 and 60; (e) at the request of the Commission or on its",1.0
Article 66,REFERS_TO,Article 112,Article 112,"evaluation and review of this Regulation pursuant to Article 112, including as regards the serious incident reports ref",1.0
Article 66,REFERS_TO,Article 73,Article 73,"as regards the serious incident reports referred to in Article 73, and the functioning of the EU database referred to in",1.0
Article 66,REFERS_TO,Article 71,Article 71,"and the functioning of the EU database referred to in Article 71, the preparation of the delegated or implementing acts",1.0
Article 66,REFERS_TO,ANNEX I,Annex I,tion with the Union harmonisation legislation listed in Annex I; (iii) on technical specifications or existing standards,1.0
Article 66,REFERS_TO,ANNEX III,Annex III,"tability; (vii) on the potential need for amendment to Annex III in accordance with Article 7, and on the potential need",1.0
Article 66,REFERS_TO,Article 7,Article 7,"ial need for amendment to Annex III in accordance with Article 7, and on the potential need for possible revision of Art",1.0
Article 66,REFERS_TO,Article 5,Article 5,"7, and on the potential need for possible revision of Article 5 pursuant to Article 112, taking into account relevant a",1.0
Article 68(1),REFERS_TO,Article 98,Article 98(2),ation. That implementing act shall be adopted in accordance with the examination procedure referred to in Article 98(2).,1.0
Article 68(3),REFERS_TO,Article 90,Article 90,"level of general-purpose AI models, in accordance with Article 90; (ii) contributing to the development of tools and met",1.0
Article 68(3),REFERS_TO,Article 74,Article 74(11),"der market surveillance activities as referred to in Article 74(11), without prejudice to the powers of market surveilla",1.0
Article 68(3),REFERS_TO,Article 81,Article 81,porting the AI Office in carrying out its duties in the context of the Union safeguard procedure pursuant to Article 81.,1.0
Article 69(2),REFERS_TO,Article 68,Article 68(1),"ll be set out in the implementing act referred to in Article 68(1), taking into account the objectives of the adequate i",1.0
Article 69(3),REFERS_TO,Article 84,Article 84,es carried out by Union AI testing support pursuant to Article 84 and experts pursuant to this Article is efficiently or,1.0
Article 70(5),REFERS_TO,Article 78,Article 78,", the national competent authorities shall act in accordance with the confidentiality obligations set out in Article 78.",1.0
Article 71,REFERS_TO,ANNEX III,Annex III,EU database for high-risk AI systems listed in Annex III,1.0
Article 71(1),REFERS_TO,Article 6,Article 6(2),rticle concerning high-risk AI systems referred to in Article 6(2) which are registered in accordance with Articles 49 a,1.0
Article 71(1),REFERS_TO,Article 49,Article 49,ich are registered in accordance with Article 6(4) and Article 49. When setting the functional specifications of such da,1.0
Article 71(2),REFERS_TO,ANNEX VIII,Annex VIII,"The data listed in Sections A and B of Annex VIII shall be entered into the EU database by the provider or, where applic",1.0
Article 71(3),REFERS_TO,ANNEX VIII,Annex VIII,"The data listed in Section C of Annex VIII shall be entered into the EU database by the deployer who is, or who acts on",1.0
Article 71(3),REFERS_TO,Article 49,Article 49(3),"deployer who is, or who acts on behalf of, a public authority, agency or body, in accordance with Article 49(3) and (4).",1.0
Article 71(4),REFERS_TO,Article 49,Article 49(4),"With the exception of the section referred to in Article 49(4) and Article 60(4), point (c), the information contained i",1.0
Article 71(4),REFERS_TO,Article 60,Article 60(4),"tion of the section referred to in Article 49(4) and Article 60(4), point (c), the information contained in the EU datab",1.0
Article 72(3),REFERS_TO,ANNEX IV,Annex IV,l be part of the technical documentation referred to in Annex IV. The Commission shall adopt an implementing act laying,1.0
Article 72(3),REFERS_TO,Article 98,Article 98(2),2026. That implementing act shall be adopted in accordance with the examination procedure referred to in Article 98(2).,1.0
Article 72(4),REFERS_TO,ANNEX I,Annex I,"Union harmonisation legislation listed in Section A of Annex I, where a post-market monitoring system and plan are alre",1.0
Article 72(4),REFERS_TO,ANNEX III,Annex III,pply to high-risk AI systems referred to in point 5 of Annex III placed on the market or put into service by financial i,1.0
Article 73(3),REFERS_TO,Article 3,Article 3,"pread infringement or a serious incident as defined in Article 3, point (49)(b), the report referred to in paragraph 1 o",1.0
Article 73(7),REFERS_TO,Article 3,Article 3,"ification related to a serious incident referred to in Article 3, point (49)(c), the relevant market surveillance author",1.0
Article 73(7),REFERS_TO,Article 77,Article 77(1),national public authorities or bodies referred to in Article 77(1). The Commission shall develop dedicated guidance to f,1.0
Article 73(8),REFERS_TO,Article 19,Article 19,"ty shall take appropriate measures, as provided for in Article 19 of Regulation (EU) 2019/1020, within seven days from t",1.0
Article 73(9),REFERS_TO,ANNEX III,Annex III,For high-risk AI systems referred to in Annex III that are placed on the market or put into service by providers that ar,1.0
Article 73(9),REFERS_TO,Article 3,Article 3,"his Regulation, the notification of serious incidents shall be limited to those referred to in Article 3, point (49)(c).",1.0
Article 73(10),REFERS_TO,Article 3,Article 3,"ous incidents shall be limited to those referred to in Article 3, point (49)(c) of this Regulation, and shall be made to",1.0
Article 73(11),REFERS_TO,Article 20,Article 20,"r or not they have taken action on it, in accordance with Article 20 of Regulation (EU) 2019/1020. SECTION 3 Enforcement",1.0
Article 74(1),REFERS_TO,Article 2,Article 2(1),e understood as including all operators identified in Article 2(1) of this Regulation; (b) any reference to a product un,1.0
Article 74(2),REFERS_TO,Article 34,Article 34(4),"As part of their reporting obligations under Article 34(4) of Regulation (EU) 2019/1020, the market surveillance authori",1.0
Article 74(3),REFERS_TO,ANNEX I,Annex I,"Union harmonisation legislation listed in Section A of Annex I, the market surveillance authority for the purposes of t",1.0
Article 74(4),REFERS_TO,Article 79,Articles 79 to 83,The procedures referred to in Articles 79 to 83 of this Regulation shall not apply to AI systems related to products cov,1.0
Article 74(4),REFERS_TO,Article 80,Articles 79 to 83,The procedures referred to in Articles 79 to 83 of this Regulation shall not apply to AI systems related to products cov,1.0
Article 74(4),REFERS_TO,Article 81,Articles 79 to 83,The procedures referred to in Articles 79 to 83 of this Regulation shall not apply to AI systems related to products cov,1.0
Article 74(4),REFERS_TO,Article 82,Articles 79 to 83,The procedures referred to in Articles 79 to 83 of this Regulation shall not apply to AI systems related to products cov,1.0
Article 74(4),REFERS_TO,Article 83,Articles 79 to 83,The procedures referred to in Articles 79 to 83 of this Regulation shall not apply to AI systems related to products cov,1.0
Article 74(4),REFERS_TO,ANNEX I,Annex I,"Union harmonisation legislation listed in section A of Annex I, where such legal acts already provide for procedures en",1.0
Article 74(5),REFERS_TO,Article 14,Article 14,"to the powers of market surveillance authorities under Article 14 of Regulation (EU) 2019/1020, for the purpose of ensur",1.0
Article 74(8),REFERS_TO,ANNEX III,Annex III,"For high-risk AI systems listed in point 1 of Annex III to this Regulation, in so far as the systems are used for law en",1.0
Article 74(8),REFERS_TO,Article 41,Articles 41 to 44,nated pursuant to the same conditions laid down in Articles 41 to 44 of Directive (EU) 2016/680. Market surveillance act,1.0
Article 74(8),REFERS_TO,Article 42,Articles 41 to 44,nated pursuant to the same conditions laid down in Articles 41 to 44 of Directive (EU) 2016/680. Market surveillance act,1.0
Article 74(8),REFERS_TO,Article 43,Articles 41 to 44,nated pursuant to the same conditions laid down in Articles 41 to 44 of Directive (EU) 2016/680. Market surveillance act,1.0
Article 74(8),REFERS_TO,Article 44,Articles 41 to 44,nated pursuant to the same conditions laid down in Articles 41 to 44 of Directive (EU) 2016/680. Market surveillance act,1.0
Article 74(10),REFERS_TO,ANNEX I,Annex I,"pplication of Union harmonisation legislation listed in Annex I, or in other Union law, that might be relevant for the h",1.0
Article 74(10),REFERS_TO,ANNEX III,Annex III,"listed in Annex I, or in other Union law, that might be relevant for the high-risk AI systems referred to in Annex III.",1.0
Article 74(11),REFERS_TO,Article 9,Article 9,sk across two or more Member States in accordance with Article 9 of Regulation (EU) 2019/1020. The AI Office shall provi,1.0
Article 74(14),REFERS_TO,Article 78,Article 78,rket surveillance authorities shall be treated in accordance with the confidentiality obligations set out in Article 78.,1.0
Article 75(3),REFERS_TO,Article 78,Article 78,of the information that they obtain in accordance with Article 78 of this Regulation. The procedure provided for in Chap,1.0
Article 76(2),REFERS_TO,Article 58,Article 58,"t are supervised within an AI regulatory sandbox under Article 58, the market surveillance authorities shall verify the",1.0
Article 76(2),REFERS_TO,Article 60,Article 60,veillance authorities shall verify the compliance with Article 60 as part of their supervisory role for the AI regulator,1.0
Article 76(4),REFERS_TO,Article 60,Article 60(4),"le, or has issued an objection within the meaning of Article 60(4), point (b), the decision or the objection shall indic",1.0
Article 77(1),REFERS_TO,ANNEX III,Annex III,tion to the use of high-risk AI systems referred to in Annex III shall have the power to request and access any document,1.0
Article 77(4),REFERS_TO,Article 78,Article 78,icle pursuant to this Article shall be treated in accordance with the confidentiality obligations set out in Article 78.,1.0
Article 78(1),REFERS_TO,Article 5,Article 5,"luding source code, except in the cases referred to in Article 5 of Directive (EU) 2016/943 of the European Parliament a",1.0
Article 78(3),REFERS_TO,ANNEX III,Annex III,"high-risk AI systems referred to in point 1, 6 or 7 of Annex III are used by law enforcement, border control, immigratio",1.0
Article 78(3),REFERS_TO,ANNEX IV,Annex IV,"f Annex III, the technical documentation referred to in Annex IV shall remain within the premises of those authorities.",1.0
Article 78(3),REFERS_TO,Article 74,Article 74(8),"t the market surveillance authorities referred to in Article 74(8) and (9), as applicable, can, upon request, immediatel",1.0
Article 79(1),REFERS_TO,Article 3,Article 3,"erstood as a ‘product presenting a risk’ as defined in Article 3, point 19 of Regulation (EU) 2019/1020, in so far as th",1.0
Article 79(2),REFERS_TO,Article 77,Article 77(1),national public authorities or bodies referred to in Article 77(1). The relevant operators shall cooperate as necessary,1.0
Article 79(57),REFERS_TO,Article 77,Article 77(1),"on with the national public authority referred to in Article 77(1), finds that the AI system does not comply with the re",1.0
Article 79(57),REFERS_TO,Article 18,Article 18,y shall inform the relevant notified body accordingly. Article 18 of Regulation (EU) 2019/1020 shall apply to the measur,1.0
Article 79(6),REFERS_TO,Article 5,Article 5,ith the prohibition of the AI practices referred to in Article 5; (b) a failure of a high-risk AI system to meet require,1.0
Article 79(6),REFERS_TO,Article 50,Article 50,ifications referred to in Articles 40 and 41 conferring a presumption of conformity; (d) non-compliance with Article 50.,1.0
Article 79(8),REFERS_TO,Article 18,Article 18,al rights of the concerned operator in accordance with Article 18 of Regulation (EU) 2019/1020. The three-month period r,1.0
Article 79(8),REFERS_TO,Article 5,Article 5,ays in the event of non-compliance with the prohibition of the AI practices referred to in Article 5 of this Regulation.,1.0
Article 80,REFERS_TO,ANNEX III,Annex III,Procedure for dealing with AI systems classified by the provider as non-high-risk in application of Annex III,1.0
Article 80(1),REFERS_TO,Article 6,Article 6(3),"assified by the provider as non-high-risk pursuant to Article 6(3) is indeed high-risk, the market surveillance authorit",1.0
Article 80(4),REFERS_TO,Article 99,Article 99,"period referred to in paragraph 2 of this Article, the provider shall be subject to fines in accordance with Article 99.",1.0
Article 80(6),REFERS_TO,Article 79,Article 79(5),"equate corrective action within the period referred to in paragraph 2 of this Article, Article 79(5) to (9) shall apply.",1.0
Article 80(7),REFERS_TO,Article 99,Article 99,"ication of requirements in Chapter III, Section 2, the provider shall be subject to fines in accordance with Article 99.",1.0
Article 80(8),REFERS_TO,Article 11,Article 11,"he application of this Article, and in accordance with Article 11 of Regulation (EU) 2019/1020, market surveillance auth",1.0
Article 80(8),REFERS_TO,Article 71,Article 71,"s, taking into account in particular information stored in the EU database referred to in Article 71 of this Regulation.",1.0
Article 81(1),REFERS_TO,Article 79,Article 79(5),"months of receipt of the notification referred to in Article 79(5), or within 30 days in the case of non-compliance with",1.0
Article 81(1),REFERS_TO,Article 5,Article 5,"ith the prohibition of the AI practices referred to in Article 5, objections are raised by the market surveillance autho",1.0
Article 81(3),REFERS_TO,Article 11,Article 11,"of this Regulation, the Commission shall apply the procedure provided for in Article 11 of Regulation (EU) No 1025/2012.",1.0
Article 82(1),REFERS_TO,Article 79,Article 79,"Where, having performed an evaluation under Article 79, after consulting the relevant national public authority referred",1.0
Article 82(1),REFERS_TO,Article 77,Article 77(1),"he relevant national public authority referred to in Article 77(1), the market surveillance authority of a Member State",1.0
Article 83(1),REFERS_TO,Article 48,Article 48,e: (a) the CE marking has been affixed in violation of Article 48; (b) the CE marking has not been affixed; (c) the EU d,1.0
Article 83(1),REFERS_TO,Article 47,Article 47,d; (c) the EU declaration of conformity referred to in Article 47 has not been drawn up; (d) the EU declaration of confo,1.0
Article 83(1),REFERS_TO,Article 71,Article 71,"(e) the registration in the EU database referred to in Article 71 has not been carried out; (f) where applicable, no aut",1.0
Article 84(1),REFERS_TO,Article 21,Article 21(6),sting support structures to perform the tasks listed under Article 21(6) of Regulation (EU) 2019/1020 in the area of AI.,1.0
Article 86(1),REFERS_TO,ANNEX III,Annex III,"sis of the output from a high-risk AI system listed in Annex III, with the exception of systems listed under point 2 the",1.0
Article 88(1),REFERS_TO,Article 94,Article 94,"V, taking into account the procedural guarantees under Article 94. The Commission shall entrust the implementation of th",1.0
Article 88(2),REFERS_TO,Article 75,Article 75(3),"Without prejudice to Article 75(3), market surveillance authorities may request the Commission to exercise the powers la",1.0
Article 90(1),REFERS_TO,Article 51,Article 51,rete identifiable risk at Union level; or (b) a general-purpose AI model meets the conditions referred to in Article 51.,1.0
Article 90(2),REFERS_TO,Article 91,Articles 91 to 94,the purpose of assessing the matter. The AI Office shall inform the Board of any measure according to Articles 91 to 94.,1.0
Article 90(2),REFERS_TO,Article 92,Articles 91 to 94,the purpose of assessing the matter. The AI Office shall inform the Board of any measure according to Articles 91 to 94.,1.0
Article 90(2),REFERS_TO,Article 93,Articles 91 to 94,the purpose of assessing the matter. The AI Office shall inform the Board of any measure according to Articles 91 to 94.,1.0
Article 90(2),REFERS_TO,Article 94,Articles 91 to 94,the purpose of assessing the matter. The AI Office shall inform the Board of any measure according to Articles 91 to 94.,1.0
Article 91(3),REFERS_TO,Article 68,Article 68(2),information is necessary and proportionate for the fulfilment of the tasks of the scientific panel under Article 68(2).,1.0
Article 91(4),REFERS_TO,Article 101,Article 101,"o be provided, and indicate the fines provided for in Article 101 for supplying incorrect, incomplete or misleading info",1.0
Article 92(1),REFERS_TO,Article 91,Article 91,"Regulation, where the information gathered pursuant to Article 91 is insufficient; or (b) to investigate systemic risks",1.0
Article 92(1),REFERS_TO,Article 90,Article 90(1),"c risk, in particular following a qualified alert from the scientific panel in accordance with Article 90(1), point (a).",1.0
Article 92(2),REFERS_TO,Article 68,Article 68,ding from the scientific panel established pursuant to Article 68. Independent experts appointed for this task shall mee,1.0
Article 92(4),REFERS_TO,Article 101,Article 101,"riod within which the access is to be provided, and the fines provided for in Article 101 for failure to provide access.",1.0
Article 92(6),REFERS_TO,Article 98,Article 98(2),eof. Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 98(2).,1.0
Article 93(1),REFERS_TO,Article 92,Article 92,"s, where the evaluation carried out in accordance with Article 92 has given rise to serious and substantiated concern of",1.0
Article 94,REFERS_TO,Article 18,Article 18,of economic operators of the general-purpose AI model Article 18 of Regulation (EU) 2019/1020 shall apply mutatis mutan,1.0
Article 96(1),REFERS_TO,Article 8,Articles 8 to 15,of the requirements and obligations referred to in Articles 8 to 15 and in Article 25; (b) the prohibited practices ref,1.0
Article 96(1),REFERS_TO,Article 9,Articles 8 to 15,of the requirements and obligations referred to in Articles 8 to 15 and in Article 25; (b) the prohibited practices ref,1.0
Article 96(1),REFERS_TO,Article 10,Articles 8 to 15,of the requirements and obligations referred to in Articles 8 to 15 and in Article 25; (b) the prohibited practices ref,1.0
Article 96(1),REFERS_TO,Article 11,Articles 8 to 15,of the requirements and obligations referred to in Articles 8 to 15 and in Article 25; (b) the prohibited practices ref,1.0
Article 96(1),REFERS_TO,Article 12,Articles 8 to 15,of the requirements and obligations referred to in Articles 8 to 15 and in Article 25; (b) the prohibited practices ref,1.0
